timestamp, index, name, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/10 08:37:29.596, 3, NVIDIA A100-SXM4-80GB, 34, 88.51 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:37:31.596, 0, NVIDIA A100-SXM4-80GB, 37, 91.09 W, 1140 MHz, 1593 MHz, 8778 MiB, 10 %
2026/09/10 08:37:31.597, 1, NVIDIA A100-SXM4-80GB, 38, 92.06 W, 1140 MHz, 1593 MHz, 8492 MiB, 2 %
2026/09/10 08:37:31.602, 2, NVIDIA A100-SXM4-80GB, 35, 77.13 W, 1140 MHz, 1593 MHz, 8778 MiB, 2 %
2026/09/10 08:37:31.608, 3, NVIDIA A100-SXM4-80GB, 34, 95.10 W, 1140 MHz, 1593 MHz, 5598 MiB, 7 %
2026/09/10 08:37:33.615, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 15746 MiB, 0 %
2026/09/10 08:37:33.631, 1, NVIDIA A100-SXM4-80GB, 38, 88.50 W, 1140 MHz, 1593 MHz, 15746 MiB, 0 %
2026/09/10 08:37:33.632, 2, NVIDIA A100-SXM4-80GB, 35, 75.61 W, 1140 MHz, 1593 MHz, 15746 MiB, 0 %
2026/09/10 08:37:33.632, 3, NVIDIA A100-SXM4-80GB, 33, 88.18 W, 1140 MHz, 1593 MHz, 15746 MiB, 0 %
2026/09/10 08:37:35.632, 0, NVIDIA A100-SXM4-80GB, 38, 108.59 W, 1335 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:35.632, 1, NVIDIA A100-SXM4-80GB, 39, 108.70 W, 1350 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:35.633, 2, NVIDIA A100-SXM4-80GB, 35, 85.25 W, 1305 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:35.633, 3, NVIDIA A100-SXM4-80GB, 34, 95.43 W, 1230 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:37.633, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 15804 MiB, 8 %
2026/09/10 08:37:37.660, 1, NVIDIA A100-SXM4-80GB, 38, 88.41 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:37.660, 2, NVIDIA A100-SXM4-80GB, 35, 75.93 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:37.660, 3, NVIDIA A100-SXM4-80GB, 33, 88.51 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:39.661, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:39.661, 1, NVIDIA A100-SXM4-80GB, 38, 88.41 W, 1140 MHz, 1593 MHz, 15804 MiB, 8 %
2026/09/10 08:37:39.661, 2, NVIDIA A100-SXM4-80GB, 35, 75.93 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:39.661, 3, NVIDIA A100-SXM4-80GB, 33, 88.51 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:41.661, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:41.662, 1, NVIDIA A100-SXM4-80GB, 38, 88.41 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:41.664, 2, NVIDIA A100-SXM4-80GB, 35, 75.93 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:41.666, 3, NVIDIA A100-SXM4-80GB, 33, 88.18 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:43.673, 0, NVIDIA A100-SXM4-80GB, 38, 121.83 W, 1410 MHz, 1593 MHz, 1108 MiB, 100 %
2026/09/10 08:37:43.677, 1, NVIDIA A100-SXM4-80GB, 39, 120.57 W, 1410 MHz, 1593 MHz, 1108 MiB, 100 %
2026/09/10 08:37:43.683, 2, NVIDIA A100-SXM4-80GB, 36, 95.53 W, 1410 MHz, 1593 MHz, 1108 MiB, 100 %
2026/09/10 08:37:43.688, 3, NVIDIA A100-SXM4-80GB, 33, 88.18 W, 1140 MHz, 1593 MHz, 14914 MiB, 8 %
2026/09/10 08:37:45.694, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:37:45.694, 1, NVIDIA A100-SXM4-80GB, 38, 88.41 W, 1140 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:37:45.694, 2, NVIDIA A100-SXM4-80GB, 35, 75.61 W, 1140 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:37:45.694, 3, NVIDIA A100-SXM4-80GB, 35, 119.49 W, 1410 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:37:47.695, 0, NVIDIA A100-SXM4-80GB, 37, 90.44 W, 1140 MHz, 1593 MHz, 15634 MiB, 28 %
2026/09/10 08:37:47.696, 1, NVIDIA A100-SXM4-80GB, 38, 89.07 W, 1140 MHz, 1593 MHz, 15634 MiB, 28 %
2026/09/10 08:37:47.697, 2, NVIDIA A100-SXM4-80GB, 35, 79.83 W, 1200 MHz, 1593 MHz, 15634 MiB, 40 %
2026/09/10 08:37:47.697, 3, NVIDIA A100-SXM4-80GB, 33, 89.37 W, 1140 MHz, 1593 MHz, 15634 MiB, 39 %
2026/09/10 08:37:49.698, 0, NVIDIA A100-SXM4-80GB, 36, 90.44 W, 1140 MHz, 1593 MHz, 33794 MiB, 8 %
2026/09/10 08:37:49.699, 1, NVIDIA A100-SXM4-80GB, 38, 88.73 W, 1140 MHz, 1593 MHz, 33794 MiB, 0 %
2026/09/10 08:37:49.699, 2, NVIDIA A100-SXM4-80GB, 35, 79.56 W, 1215 MHz, 1593 MHz, 33794 MiB, 0 %
2026/09/10 08:37:49.700, 3, NVIDIA A100-SXM4-80GB, 34, 88.78 W, 1140 MHz, 1593 MHz, 33794 MiB, 10 %
2026/09/10 08:37:51.700, 0, NVIDIA A100-SXM4-80GB, 40, 191.93 W, 1185 MHz, 1593 MHz, 34322 MiB, 2 %
2026/09/10 08:37:51.701, 1, NVIDIA A100-SXM4-80GB, 43, 178.39 W, 1410 MHz, 1593 MHz, 34322 MiB, 63 %
2026/09/10 08:37:51.701, 2, NVIDIA A100-SXM4-80GB, 38, 131.96 W, 1140 MHz, 1593 MHz, 34322 MiB, 2 %
2026/09/10 08:37:51.701, 3, NVIDIA A100-SXM4-80GB, 38, 214.69 W, 1410 MHz, 1593 MHz, 34322 MiB, 50 %
2026/09/10 08:37:53.702, 0, NVIDIA A100-SXM4-80GB, 48, 325.86 W, 1410 MHz, 1593 MHz, 67088 MiB, 100 %
2026/09/10 08:37:53.702, 1, NVIDIA A100-SXM4-80GB, 47, 321.63 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 08:37:53.702, 2, NVIDIA A100-SXM4-80GB, 47, 295.64 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 08:37:53.702, 3, NVIDIA A100-SXM4-80GB, 42, 303.71 W, 1410 MHz, 1593 MHz, 67032 MiB, 100 %
2026/09/10 08:37:55.702, 0, NVIDIA A100-SXM4-80GB, 47, 269.34 W, 1410 MHz, 1593 MHz, 67088 MiB, 98 %
2026/09/10 08:37:55.728, 1, NVIDIA A100-SXM4-80GB, 47, 275.66 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 08:37:55.728, 2, NVIDIA A100-SXM4-80GB, 45, 294.68 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 08:37:55.729, 3, NVIDIA A100-SXM4-80GB, 42, 265.24 W, 1410 MHz, 1593 MHz, 67032 MiB, 100 %
2026/09/10 08:37:57.729, 0, NVIDIA A100-SXM4-80GB, 39, 121.18 W, 1140 MHz, 1593 MHz, 66120 MiB, 0 %
2026/09/10 08:37:57.751, 1, NVIDIA A100-SXM4-80GB, 40, 122.68 W, 1140 MHz, 1593 MHz, 4 MiB, 25 %
2026/09/10 08:37:57.754, 2, NVIDIA A100-SXM4-80GB, 37, 96.39 W, 1140 MHz, 1593 MHz, 66154 MiB, 0 %
2026/09/10 08:37:57.754, 3, NVIDIA A100-SXM4-80GB, 36, 117.11 W, 1140 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:37:59.754, 0, NVIDIA A100-SXM4-80GB, 39, 123.89 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:37:59.754, 1, NVIDIA A100-SXM4-80GB, 40, 118.44 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:37:59.754, 2, NVIDIA A100-SXM4-80GB, 37, 99.10 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:37:59.754, 3, NVIDIA A100-SXM4-80GB, 36, 116.78 W, 1410 MHz, 1593 MHz, 0 MiB, 38 %
2026/09/10 08:38:01.754, 0, NVIDIA A100-SXM4-80GB, 39, 120.91 W, 1410 MHz, 1593 MHz, 1 MiB, 0 %
2026/09/10 08:38:01.763, 1, NVIDIA A100-SXM4-80GB, 38, 69.44 W, 240 MHz, 1593 MHz, 1 MiB, 0 %
2026/09/10 08:38:01.769, 2, NVIDIA A100-SXM4-80GB, 37, 96.12 W, 1410 MHz, 1593 MHz, 1 MiB, 0 %
2026/09/10 08:38:01.780, 3, NVIDIA A100-SXM4-80GB, 34, 71.05 W, 345 MHz, 1593 MHz, 1 MiB, 0 %
2026/09/10 08:38:03.785, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:38:03.785, 1, NVIDIA A100-SXM4-80GB, 38, 88.73 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:38:03.786, 2, NVIDIA A100-SXM4-80GB, 36, 76.20 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:38:03.786, 3, NVIDIA A100-SXM4-80GB, 34, 89.10 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:38:05.786, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:38:05.791, 1, NVIDIA A100-SXM4-80GB, 38, 88.73 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:38:05.792, 2, NVIDIA A100-SXM4-80GB, 36, 75.93 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:38:05.792, 3, NVIDIA A100-SXM4-80GB, 34, 88.78 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:38:07.792, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 1620 MiB, 0 %
2026/09/10 08:38:07.797, 1, NVIDIA A100-SXM4-80GB, 38, 88.73 W, 1140 MHz, 1593 MHz, 1628 MiB, 0 %
2026/09/10 08:38:07.797, 2, NVIDIA A100-SXM4-80GB, 36, 75.93 W, 1140 MHz, 1593 MHz, 1632 MiB, 5 %
2026/09/10 08:38:07.797, 3, NVIDIA A100-SXM4-80GB, 34, 88.78 W, 1140 MHz, 1593 MHz, 1618 MiB, 0 %
2026/09/10 08:38:09.803, 0, NVIDIA A100-SXM4-80GB, 38, 119.71 W, 1410 MHz, 1593 MHz, 6032 MiB, 9 %
2026/09/10 08:38:09.815, 1, NVIDIA A100-SXM4-80GB, 40, 118.71 W, 1410 MHz, 1593 MHz, 6032 MiB, 100 %
2026/09/10 08:38:09.816, 2, NVIDIA A100-SXM4-80GB, 36, 95.80 W, 1410 MHz, 1593 MHz, 6032 MiB, 29 %
2026/09/10 08:38:09.816, 3, NVIDIA A100-SXM4-80GB, 36, 120.41 W, 1410 MHz, 1593 MHz, 6032 MiB, 100 %
2026/09/10 08:38:11.816, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 6032 MiB, 7 %
2026/09/10 08:38:11.816, 1, NVIDIA A100-SXM4-80GB, 39, 118.71 W, 1140 MHz, 1593 MHz, 6032 MiB, 7 %
2026/09/10 08:38:11.816, 2, NVIDIA A100-SXM4-80GB, 36, 76.20 W, 1140 MHz, 1593 MHz, 6032 MiB, 6 %
2026/09/10 08:38:11.816, 3, NVIDIA A100-SXM4-80GB, 36, 120.68 W, 1140 MHz, 1593 MHz, 6032 MiB, 7 %
2026/09/10 08:38:13.817, 0, NVIDIA A100-SXM4-80GB, 39, 137.20 W, 1410 MHz, 1593 MHz, 18826 MiB, 7 %
2026/09/10 08:38:13.818, 1, NVIDIA A100-SXM4-80GB, 40, 118.71 W, 1410 MHz, 1593 MHz, 18826 MiB, 99 %
2026/09/10 08:38:13.823, 2, NVIDIA A100-SXM4-80GB, 37, 95.80 W, 1410 MHz, 1593 MHz, 18826 MiB, 72 %
2026/09/10 08:38:13.828, 3, NVIDIA A100-SXM4-80GB, 36, 120.41 W, 1410 MHz, 1593 MHz, 18826 MiB, 99 %
2026/09/10 08:38:15.831, 0, NVIDIA A100-SXM4-80GB, 43, 266.03 W, 1410 MHz, 1593 MHz, 23014 MiB, 33 %
2026/09/10 08:38:15.838, 1, NVIDIA A100-SXM4-80GB, 44, 273.87 W, 1410 MHz, 1593 MHz, 23014 MiB, 81 %
2026/09/10 08:38:15.839, 2, NVIDIA A100-SXM4-80GB, 41, 173.85 W, 1410 MHz, 1593 MHz, 23014 MiB, 14 %
2026/09/10 08:38:15.839, 3, NVIDIA A100-SXM4-80GB, 39, 268.26 W, 1410 MHz, 1593 MHz, 23014 MiB, 84 %
2026/09/10 08:38:17.840, 0, NVIDIA A100-SXM4-80GB, 48, 359.97 W, 1410 MHz, 1593 MHz, 53114 MiB, 97 %
2026/09/10 08:38:17.854, 1, NVIDIA A100-SXM4-80GB, 47, 347.31 W, 1410 MHz, 1593 MHz, 53114 MiB, 95 %
2026/09/10 08:38:17.855, 2, NVIDIA A100-SXM4-80GB, 46, 311.86 W, 1410 MHz, 1593 MHz, 53114 MiB, 88 %
2026/09/10 08:38:17.855, 3, NVIDIA A100-SXM4-80GB, 42, 318.70 W, 1410 MHz, 1593 MHz, 53114 MiB, 96 %
2026/09/10 08:38:19.855, 0, NVIDIA A100-SXM4-80GB, 49, 346.68 W, 1410 MHz, 1593 MHz, 60822 MiB, 88 %
2026/09/10 08:38:19.856, 1, NVIDIA A100-SXM4-80GB, 49, 340.09 W, 1410 MHz, 1593 MHz, 60822 MiB, 94 %
2026/09/10 08:38:19.857, 2, NVIDIA A100-SXM4-80GB, 47, 319.69 W, 1410 MHz, 1593 MHz, 60822 MiB, 93 %
2026/09/10 08:38:19.857, 3, NVIDIA A100-SXM4-80GB, 44, 321.72 W, 1410 MHz, 1593 MHz, 60822 MiB, 95 %
2026/09/10 08:38:21.858, 0, NVIDIA A100-SXM4-80GB, 41, 121.96 W, 1410 MHz, 1593 MHz, 59854 MiB, 5 %
2026/09/10 08:38:21.879, 1, NVIDIA A100-SXM4-80GB, 42, 120.57 W, 1410 MHz, 1593 MHz, 59854 MiB, 4 %
2026/09/10 08:38:21.879, 2, NVIDIA A100-SXM4-80GB, 39, 97.32 W, 1410 MHz, 1593 MHz, 59854 MiB, 2 %
2026/09/10 08:38:21.879, 3, NVIDIA A100-SXM4-80GB, 38, 117.97 W, 1410 MHz, 1593 MHz, 59854 MiB, 4 %
2026/09/10 08:38:23.880, 0, NVIDIA A100-SXM4-80GB, 40, 124.22 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:38:23.880, 1, NVIDIA A100-SXM4-80GB, 41, 123.29 W, 1410 MHz, 1593 MHz, 0 MiB, 99 %
2026/09/10 08:38:23.880, 2, NVIDIA A100-SXM4-80GB, 37, 76.53 W, 1140 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:23.880, 3, NVIDIA A100-SXM4-80GB, 37, 120.68 W, 1410 MHz, 1593 MHz, 0 MiB, 99 %
2026/09/10 08:38:25.881, 0, NVIDIA A100-SXM4-80GB, 40, 121.51 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:25.881, 1, NVIDIA A100-SXM4-80GB, 41, 120.23 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:25.882, 2, NVIDIA A100-SXM4-80GB, 38, 96.39 W, 1410 MHz, 1593 MHz, 0 MiB, 51 %
2026/09/10 08:38:25.882, 3, NVIDIA A100-SXM4-80GB, 37, 117.70 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:27.882, 0, NVIDIA A100-SXM4-80GB, 37, 69.89 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:27.885, 1, NVIDIA A100-SXM4-80GB, 38, 69.44 W, 225 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:27.886, 2, NVIDIA A100-SXM4-80GB, 37, 67.56 W, 240 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:27.892, 3, NVIDIA A100-SXM4-80GB, 35, 68.94 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:29.896, 0, NVIDIA A100-SXM4-80GB, 36, 69.89 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:29.923, 1, NVIDIA A100-SXM4-80GB, 38, 68.79 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:29.923, 2, NVIDIA A100-SXM4-80GB, 36, 66.96 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:29.924, 3, NVIDIA A100-SXM4-80GB, 34, 68.94 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:31.924, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 1118 MiB, 0 %
2026/09/10 08:38:31.929, 1, NVIDIA A100-SXM4-80GB, 39, 88.73 W, 1140 MHz, 1593 MHz, 1118 MiB, 0 %
2026/09/10 08:38:31.936, 2, NVIDIA A100-SXM4-80GB, 36, 66.89 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:31.942, 3, NVIDIA A100-SXM4-80GB, 34, 68.94 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:33.950, 0, NVIDIA A100-SXM4-80GB, 38, 104.68 W, 1140 MHz, 1593 MHz, 38144 MiB, 36 %
2026/09/10 08:38:33.952, 1, NVIDIA A100-SXM4-80GB, 39, 123.56 W, 1140 MHz, 1593 MHz, 38960 MiB, 32 %
2026/09/10 08:38:33.957, 2, NVIDIA A100-SXM4-80GB, 36, 66.89 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:33.960, 3, NVIDIA A100-SXM4-80GB, 34, 68.61 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:35.960, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 44654 MiB, 0 %
2026/09/10 08:38:35.960, 1, NVIDIA A100-SXM4-80GB, 40, 100.54 W, 1275 MHz, 1593 MHz, 44572 MiB, 0 %
2026/09/10 08:38:35.960, 2, NVIDIA A100-SXM4-80GB, 36, 66.89 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:35.960, 3, NVIDIA A100-SXM4-80GB, 34, 68.61 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:37.960, 0, NVIDIA A100-SXM4-80GB, 42, 122.70 W, 1410 MHz, 1593 MHz, 48784 MiB, 94 %
2026/09/10 08:38:37.985, 1, NVIDIA A100-SXM4-80GB, 43, 121.16 W, 1410 MHz, 1593 MHz, 45730 MiB, 0 %
2026/09/10 08:38:37.992, 2, NVIDIA A100-SXM4-80GB, 36, 66.89 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:37.992, 3, NVIDIA A100-SXM4-80GB, 34, 68.61 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:40.028, 0, NVIDIA A100-SXM4-80GB, 40, 121.18 W, 1410 MHz, 1593 MHz, 81070 MiB, 0 %
2026/09/10 08:38:40.042, 1, NVIDIA A100-SXM4-80GB, 41, 120.57 W, 1410 MHz, 1593 MHz, 80816 MiB, 0 %
2026/09/10 08:38:40.045, 2, NVIDIA A100-SXM4-80GB, 35, 66.89 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:40.054, 3, NVIDIA A100-SXM4-80GB, 34, 68.61 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:42.055, 0, NVIDIA A100-SXM4-80GB, 38, 90.16 W, 1140 MHz, 1593 MHz, 80198 MiB, 4 %
2026/09/10 08:38:42.055, 1, NVIDIA A100-SXM4-80GB, 40, 89.34 W, 1140 MHz, 1593 MHz, 79556 MiB, 5 %
2026/09/10 08:38:42.055, 2, NVIDIA A100-SXM4-80GB, 35, 66.89 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:42.055, 3, NVIDIA A100-SXM4-80GB, 33, 68.61 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:44.055, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 79230 MiB, 5 %
2026/09/10 08:38:44.055, 1, NVIDIA A100-SXM4-80GB, 39, 89.43 W, 1140 MHz, 1593 MHz, 78780 MiB, 0 %
2026/09/10 08:38:44.056, 2, NVIDIA A100-SXM4-80GB, 35, 66.57 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:44.056, 3, NVIDIA A100-SXM4-80GB, 33, 68.29 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:46.091, 0, NVIDIA A100-SXM4-80GB, 39, 123.89 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:38:46.091, 1, NVIDIA A100-SXM4-80GB, 41, 123.29 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:38:46.092, 2, NVIDIA A100-SXM4-80GB, 35, 66.57 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:46.092, 3, NVIDIA A100-SXM4-80GB, 33, 68.61 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:48.092, 0, NVIDIA A100-SXM4-80GB, 39, 120.91 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:48.095, 1, NVIDIA A100-SXM4-80GB, 41, 120.23 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:48.102, 2, NVIDIA A100-SXM4-80GB, 35, 66.57 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:48.108, 3, NVIDIA A100-SXM4-80GB, 33, 68.29 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:38:50.114, 0, NVIDIA A100-SXM4-80GB, 36, 69.89 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:50.138, 1, NVIDIA A100-SXM4-80GB, 38, 69.11 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:50.140, 2, NVIDIA A100-SXM4-80GB, 35, 66.57 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:50.142, 3, NVIDIA A100-SXM4-80GB, 33, 68.61 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:52.145, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 546 MiB, 5 %
2026/09/10 08:38:52.146, 1, NVIDIA A100-SXM4-80GB, 39, 89.16 W, 1140 MHz, 1593 MHz, 512 MiB, 7 %
2026/09/10 08:38:52.146, 2, NVIDIA A100-SXM4-80GB, 35, 66.64 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:52.147, 3, NVIDIA A100-SXM4-80GB, 33, 68.29 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:54.147, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 2780 MiB, 3 %
2026/09/10 08:38:54.148, 1, NVIDIA A100-SXM4-80GB, 39, 89.16 W, 1140 MHz, 1593 MHz, 2764 MiB, 0 %
2026/09/10 08:38:54.151, 2, NVIDIA A100-SXM4-80GB, 35, 66.64 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:54.155, 3, NVIDIA A100-SXM4-80GB, 33, 68.29 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:56.155, 0, NVIDIA A100-SXM4-80GB, 39, 134.48 W, 1410 MHz, 1593 MHz, 43060 MiB, 70 %
2026/09/10 08:38:56.156, 1, NVIDIA A100-SXM4-80GB, 40, 247.50 W, 1140 MHz, 1593 MHz, 43056 MiB, 5 %
2026/09/10 08:38:56.156, 2, NVIDIA A100-SXM4-80GB, 35, 66.57 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:56.156, 3, NVIDIA A100-SXM4-80GB, 33, 68.29 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:58.156, 0, NVIDIA A100-SXM4-80GB, 46, 124.95 W, 1410 MHz, 1593 MHz, 43854 MiB, 99 %
2026/09/10 08:38:58.165, 1, NVIDIA A100-SXM4-80GB, 46, 124.61 W, 1410 MHz, 1593 MHz, 43860 MiB, 99 %
2026/09/10 08:38:58.166, 2, NVIDIA A100-SXM4-80GB, 35, 66.64 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:38:58.166, 3, NVIDIA A100-SXM4-80GB, 33, 68.29 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:39:00.167, 0, NVIDIA A100-SXM4-80GB, 40, 121.64 W, 1410 MHz, 1593 MHz, 81140 MiB, 0 %
2026/09/10 08:39:00.167, 1, NVIDIA A100-SXM4-80GB, 41, 120.57 W, 1410 MHz, 1593 MHz, 81138 MiB, 0 %
2026/09/10 08:39:00.168, 2, NVIDIA A100-SXM4-80GB, 35, 66.64 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:39:00.169, 3, NVIDIA A100-SXM4-80GB, 33, 68.29 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:39:02.169, 0, NVIDIA A100-SXM4-80GB, 38, 90.16 W, 1140 MHz, 1593 MHz, 80752 MiB, 0 %
2026/09/10 08:39:02.191, 1, NVIDIA A100-SXM4-80GB, 39, 89.43 W, 1140 MHz, 1593 MHz, 80554 MiB, 0 %
2026/09/10 08:39:02.192, 2, NVIDIA A100-SXM4-80GB, 35, 66.57 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:39:02.193, 3, NVIDIA A100-SXM4-80GB, 32, 68.01 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:39:04.194, 0, NVIDIA A100-SXM4-80GB, 37, 90.44 W, 1140 MHz, 1593 MHz, 79742 MiB, 0 %
2026/09/10 08:39:04.277, 1, NVIDIA A100-SXM4-80GB, 39, 89.07 W, 1140 MHz, 1593 MHz, 292 MiB, 0 %
